date,main_source_aware_return,diagnostic_return,return_difference_main_minus_diagnostic,abs_return_difference,main_cumulative_return,diagnostic_cumulative_return,cumulative_return_difference,main_drawdown,diagnostic_drawdown,drawdown_difference_main_minus_diagnostic,diagnostic_turnover_estimated_from_weights
2024-12-13,0.0010971307303478568,0.001008510617016718,8.862011333113872e-05,8.862011333113872e-05,0.020336554210007574,0.01879181156198584,0.0015447426480217352,-0.004201902053472151,-0.004323618516194672,0.0001217164627225209,0.0
2024-12-16,0.0018675204451661285,0.000897391274810509,0.0009701291703556195,0.0009701291703556195,0.02224205358594511,0.01970606644452988,0.00253598714141523,-0.002342228746299413,-0.003430107218916234,0.0010878784726168211,0.0
2024-12-17,0.003909270122570332,0.004347005528707501,-0.0004377354061371689,0.0004377354061371689,0.026238273904063414,0.02413873435302083,0.002099539551042584,0.0,0.0,0.0,0.0
2024-12-18,0.000692650058585659,0.0006462123089899534,4.643774959570558e-05,4.643774959570558e-05,0.02694909790460609,0.02480054540927301,0.002148552495333078,0.0,0.0,0.0,0.0
2024-12-19,-0.010051713867209383,-0.009534385111008004,-0.0005173287562013785,0.0005173287562013785,0.01662649941628014,0.01502970234737,0.0015967970689101385,-0.010051713867209489,-0.009534385111008015,-0.0005173287562014739,0.0
2024-12-20,-0.008311204831400177,-0.007894459409983057,-0.00041674542141711957,0.00041674542141711957,0.008177108342602102,0.007016591562261532,0.0011605167803405703,-0.01827937684575265,-0.01735357570473295,-0.0009258011410196998,0.0
2024-12-23,0.01922713631886134,0.01883760064701924,0.0003895356718420992,0.0003895356718420992,0.0275614670382609,0.025986367959033974,0.001575099079226927,0.0,0.0,0.0,0.0
2024-12-24,0.001932633467484997,0.0016877907677125383,0.0002448426997724586,0.0002448426997724586,0.029547366719357093,0.02771801827867426,0.001829348440682832,0.0,0.0,0.0,0.0
2024-12-25,0.0029963748603437437,0.003171539873273653,-0.00017516501292990944,0.00017516501292990944,0.032632276566527896,0.030977466952126775,0.0016548096144011204,0.0,0.0,0.0,0.0
2024-12-26,0.00024057400469904055,0.0003136953687236022,-7.312136402456168e-05,7.312136402456168e-05,0.032880701048683125,0.031300879808767945,0.00157982123991518,0.0,0.0,0.0,0.0
2024-12-27,0.0024781884288707177,0.0024244905509989948,5.369787787172292e-05,5.369787787172292e-05,0.03544037405042588,0.03380125904710107,0.0016391150033248092,0.0,0.0,0.0,0.0
2024-12-30,-0.004168727254768662,-0.0042967907583893695,0.00012806350362070795,0.00012806350362070795,0.03112390554243394,0.029359231351216097,0.001764674191217841,-0.004168727254768689,-0.004296790758389513,0.0001280635036208233,0.0
2024-12-31,-0.00594126790668878,-0.005067034860604788,-0.000874233046083992,0.000874233046083992,0.024997722174615156,0.024143432241874097,0.0008542899327410591,-0.010085227636006944,-0.009342053630432834,-0.0007431740055741098,0.0
2025-01-02,-0.0055622109669927955,-0.006192492418303015,0.0006302814513102191,0.0006302814513102191,0.019296468603192896,0.01780143180246152,0.0014950368007313752,-0.015591342439238098,-0.01547669545245789,-0.00011464698678020913,0.43862081623848514
2025-01-03,0.0038341716947805954,0.003659592881473671,0.0001745788133069243,0.0001745788133069243,0.023204626271700945,0.021526170677039547,0.0016784555946613988,-0.011816950628321776,-0.011873740975490765,5.679034716898901e-05,0.0
2025-01-06,0.013982212848631194,0.013314866910650456,0.000667345937980738,0.000667345937980738,0.03751129114393592,0.03512765568535059,0.0023836354585853314,0.0,0.0,0.0,0.0
2025-01-07,0.004837740263435816,0.005163978202339135,-0.00032623793890331886,0.00032623793890331886,0.042530501290872325,0.04047303233594812,0.002057468954924202,0.0,0.0,0.0,0.0
2025-01-08,-0.006032719338063143,-0.005798818973757395,-0.00023390036430574832,0.00023390036430574832,0.0362412073752143,0.03443951757435548,0.001801689800858819,-0.006032719338063042,-0.005798818973757447,-0.0002339003643055948,0.0
2025-01-09,-0.005397882167201561,-0.005723554389689272,0.0003256722224877105,0.0003256722224877105,0.030647699441004095,0.028518846732674685,0.0021288527083294095,-0.011398037597130095,-0.011489183507654488,9.11459105243928e-05,0.0
2025-01-10,-0.0007468006347673162,-0.000567357529659684,-0.00017944310510763228,0.00017944310510763228,0.029878011084840006,0.027935308820584037,0.0019427022642559688,-0.012136326170184786,-0.012050022562541396,-8.630360764338985e-05,0.0
2025-01-13,-0.010121410871081678,-0.010845032189253593,0.0007236213181719148,0.0007236213181719148,0.019454192587557984,0.016787317307954464,0.00266687527960352,-0.022134900297632543,-0.022764371869223088,0.0006294715715905452,0.0
2025-01-14,0.0024455467726308706,0.002832535753070865,-0.0003869889804399944,0.0003869889804399944,0.021947315498085596,0.019667403737498423,0.002279911760587172,-0.019743485458986965,-0.019996317013367793,0.00025283155438082794,0.0
2025-01-15,-0.0029308162975797457,-0.0033337366451220134,0.0004029203475422677,0.0004029203475422677,0.018952175650555958,0.01626810114782229,0.0026840745027336688,-0.022616437227612418,-0.023263391203694916,0.0006469539760824983,0.0
2025-01-16,0.00906158343866554,0.009040354740639456,2.1228698026082987e-05,2.1228698026082987e-05,0.028185495810223227,0.02545552529379469,0.002729970516428537,-0.013759794521970292,-0.014433345772007056,0.0006735512500367635,0.0
2025-01-17,0.0020671223116038285,0.001956444930674903,0.00011067738092892555,0.00011067738092892555,0.03031088098907997,0.027461772557888287,0.0028491084311916826,-0.011721115388625969,-0.012505138887500489,0.0007840234988745198,0.0
2025-01-20,0.004518059044575851,0.004617376418654234,-9.931737407838266e-05,9.931737407838266e-05,0.03496588638365772,0.03220595031756579,0.002759936066091928,-0.007256013035444098,-0.007945503402257414,0.0006894903668133168,0.0
2025-01-21,0.0007173210800707602,0.0007890657931601702,-7.174471308941e-05,7.174471308941e-05,0.03570828923111491,0.03302042872445776,0.002687860506657147,-0.006543896846480823,-0.007162707134041324,0.0006188102875605006,0.0
2025-01-22,0.006368684414117198,0.006021503754337137,0.0003471806597800612,0.0003471806597800612,0.042304388470312926,0.03924076511432917,0.003063623355983758,-0.00021688844621758907,-0.0011843336476029531,0.000967445201385364,0.0
2025-02-03,-0.01698595729695042,-0.01711761569695375,0.00013165840000333232,0.00013165840000333232,0.024599850637332166,0.021451441080493794,0.003148409556838372,-0.01719916168528235,-0.018281676376320166,0.001082514691037817,0.06803158495044904
2025-02-04,0.0017930717558758231,0.0014833581211942599,0.00030971363468156325,0.00030971363468156325,0.026437031690584645,0.022966619371026065,0.00347041231955858,-0.01543692926044904,-0.01682543652824786,0.001388507267798822,0.0
2025-02-05,0.005923899677800329,0.005937229598885655,-1.3329921085326359e-05,1.3329921085326359e-05,0.0325175416918988,0.029040207062227763,0.003477334629671036,-0.009604476402920947,-0.01098810340913181,0.0013836270062108635,0.0
2025-02-06,0.001708879177572465,0.0017505406492427174,-4.166147167025246e-05,4.166147167025246e-05,0.03428198941937444,0.030841583774395165,0.003440405644979272,-0.007912010115084911,-0.009256797881565082,0.001344787766480171,0.0
2025-02-07,0.0021577012339662922,0.002585652871548474,-0.0004279516375821817,0.0004279516375821817,0.0365136609442136,0.0335069822755929,0.003006678668620699,-0.005771380635107182,-0.006695079876040455,0.0009236992409332734,0.0
2025-02-10,-0.003928581218713461,-0.004055605092019085,0.0001270238733056244,0.0001270238733056244,0.03244163284288826,0.029315486095638832,0.0031261467472494253,-0.009677288516251492,-0.010723532368022703,0.0010462438517712114,0.0
2025-02-11,0.0017665066525404506,0.002014908172473285,-0.0002484015199328343,0.0002484015199328343,0.03426544785566499,0.03138946228062611,0.002875985575038875,-0.007927876858253469,-0.008730231128555643,0.0008023542703021747,0.0
2025-02-12,-0.000416328975210224,-0.0007361340759401163,0.00031980510072989236,0.00031980510072989236,0.033834853181663904,0.030630221351875875,0.0032046318297880294,-0.008340905228615747,-0.009459938583871175,0.0011190333552554277,0.0
2025-02-13,-0.0012167171580608998,-0.0005509541683413332,-0.0006657629897195667,0.0006657629897195667,0.032576968577196386,0.03006239133540367,0.002514577241792715,-0.009547473864171208,-0.010005680759617275,0.0004582068954460672,0.0
2025-02-14,-0.004794121515556795,-0.004614154011585954,-0.00017996750397084125,0.00017996750397084125,0.02762666911567213,0.025309524820239515,0.002317144295432616,-0.014295823629856486,-0.01457366701918772,0.00027784338933123376,0.0
2025-02-17,0.005730889014813483,0.005736116789545316,-5.227774731832516e-06,5.227774731832516e-06,0.03351588350503665,0.031190820000041697,0.002325063504994951,-0.008646862393640986,-0.008921146485716291,0.00027428409207530535,0.0
2025-02-18,0.0017270906401354725,0.00165975597828894,6.73346618465325e-05,6.73346618465325e-05,0.03530085911386949,0.032902345128293486,0.0023985139855760007,-0.006934705668612096,-0.007276197433640164,0.000341491765028068,0.0
2025-02-19,-0.0012888029544032397,-0.00108984378563509,-0.0001989591687681497,0.0001989591687681497,0.03396656030794731,0.03177664292628757,0.002189917381659745,-0.008214571153861705,-0.008358111300719062,0.00014354014685735716,0.0
2025-02-20,-0.0008963458722033461,-0.0010445548251232055,0.00014820895291985938,0.00014820895291985938,0.033039768649619106,0.03069889565546946,0.0023408729941496453,-0.009103553929119323,-0.009393935620354288,0.0002903816912349644,0.0
2025-02-21,0.0025123431596209256,0.0026320633641004646,-0.00011972020447953901,0.00011972020447953901,0.03563511904600247,0.03341176045814298,0.002223358587859492,-0.006614082020940271,-0.00678659769004486,0.00017251566910458926,0.0
2025-02-24,-0.003125932759566391,-0.002675306908453002,-0.0004506258511133886,0.0004506258511133886,0.03239779330041914,0.030647066836112735,0.0017507264643064069,-0.009719339604842947,-0.009443748366812832,-0.0002755912380301151,0.0
2025-02-25,-0.004462231959443524,-0.0044689871698515805,6.7552104080562114e-06,6.7552104080562114e-06,0.027790994872294972,0.026041118317777112,0.0017498765545178596,-0.014138201616477164,-0.013870531546377629,-0.0002676700700995349,0.0
2025-02-26,0.0009548336960234721,0.0013123088615398435,-0.00035747516551637134,0.00035747516551637134,0.02877236434666841,0.02738760116964989,0.001384763177018522,-0.013196867551758418,-0.012576425106300304,-0.0006204424454581137,0.0
2025-02-27,-0.0037067223136750074,-0.004036073615839792,0.0003293513021647844,0.0003293513021647844,0.024958990868052533,0.023240989179328153,0.0017180016887243799,-0.01685467274200858,-0.016561739344586934,-0.00029293339742164637,0.0
2025-03-03,-0.008909251259060122,-0.008714526602292228,-0.00019472465676789383,0.00019472465676789383,0.015827373688176216,0.014323928358568994,0.0015034453296072225,-0.02561376148672101,-0.02513193822878068,-0.0004818232579403281,0.0057796682753929185
2025-03-04,-0.0024197301137347587,-0.0020742666525524096,-0.0003454634611823491,0.0003454634611823491,0.013369345601706772,0.012219950059088935,0.001149395542617837,-0.02797151321046043,-0.027154074539951,-0.0008174386705094294,0.0
2025-03-05,0.004869086644165825,0.004733922945075667,0.00013516369909015793,0.00013516369909015793,0.018303528747983133,0.01701172130613693,0.0012918074418462044,-0.023238622287684696,-0.022548696891392384,-0.0006899253962923124,0.0
2025-03-06,-0.00235716661252272,-0.0020787295894721444,-0.00027843702305057564,0.00027843702305057564,0.015903217668604253,0.01489762894821789,0.0010055887203863634,-0.025541011595629937,-0.024580553837432295,-0.0009604577581976415,0.0
2025-03-07,-0.003875511168957914,-0.004116143379940566,0.0002406322109826521,0.0002406322109826521,0.011966073401949329,0.010720164791505171,0.0012459086104441575,-0.029317538288882505,-0.028595520133419816,-0.0007220181554626892,0.0
2025-03-10,-0.0018273147903800585,-0.0018990928742414694,7.177808386141086e-05,7.177808386141086e-05,0.01011689282865924,0.008800713328697363,0.001316179499961878,-0.031091280707929658,-0.030440307459140725,-0.000650973248788933,0.0
2025-03-11,-0.0076801337103531925,-0.007780861802103965,0.00010072809175077236,0.00010072809175077236,0.0023590600286487184,0.0009513743924229878,0.0014076856362257306,-0.03853262922521972,-0.03798431743569153,-0.0005483117895281886,0.0
2025-03-12,0.0016531921872076814,0.0019935871265847277,-0.00034039493937704636,0.00034039493937704636,0.004016152195464917,0.002946858166749111,0.001069294028715806,-0.03694313887959977,-0.03606645535535857,-0.0008766835242411952,0.0
2025-03-13,-0.002779889968313649,-0.0027438678494542757,-3.6022118859373436e-05,3.6022118859373436e-05,0.0012250977659518103,0.00019490452791415258,0.0010301932380376577,-0.039620330986744,-0.038711361617519535,-0.000908969369224466,0.0
2025-03-14,-0.001527647491192244,-0.001344401407063657,-0.0001832460841285871,0.0001832460841285871,-0.0003044212427690818,-0.001149758909071097,0.0008453376663020151,-0.041087452578704164,-0.04000371941555525,-0.0010837331631489144,0.0
2025-03-17,0.003479376467042644,0.00331441714927172,0.00016495931777092384,0.00016495931777092384,0.003173896028165313,0.0021608474595546934,0.0010130485686106194,-0.037751034827254726,-0.03682189127994928,-0.0009291435473054444,0.0
2025-03-18,0.0017283563083258934,0.0020294447179021622,-0.00030108840957626887,0.00030108840957626887,0.004907737959713554,0.0041946774979197965,0.0007130604617937575,-0.036087925758118256,-0.03486717455480837,-0.0012207512033098888,0.0
2025-03-19,-0.004799028037532056,-0.004701863000155028,-9.716503737702831e-05,9.716503737702831e-05,8.515755011195836e-05,-0.0005269083011603115,0.0006120658512722699,-0.04071376682812067,-0.03940509687700422,-0.001308669951116448,0.0
2025-03-20,0.008233389642596553,0.007751664256384723,0.00048172538621183043,0.00048172538621183043,0.008319248327999684,0.0072206715389797616,0.0010985767890199227,-0.032815589491637764,-0.0319588877016006,-0.0008567017900371621,0.0
2025-03-21,-0.0028849920875142205,-0.0026792900782432213,-0.00020570200927099921,0.00020570200927099921,0.005410255274885145,0.004522035187124018,0.0008882200877611268,-0.03560590886312154,-0.03455255064911311,-0.0010533582140084263,0.0
2025-03-24,-0.0009206631704821159,-0.0009343934934389262,1.3730322956810267e-05,1.3730322956810267e-05,0.0044846110816285645,0.003583416333429179,0.0009011947481993854,-0.03649379098466177,-0.03545465846404372,-0.0010391325206180468,0.0
2025-03-25,0.004544070074551796,0.00431348143000326,0.0002305886445485364,0.0002305886445485364,0.009049059543192461,0.007912354763242702,0.0011367047799497598,-0.0321155512536303,-0.03129411004493221,-0.0008214412086980927,0.0
2025-03-26,-0.0003533471772486937,-0.00023249319896603165,-0.00012085397828266205,0.00012085397828266205,0.008692514906297522,0.007678021995606521,0.0010144929106910006,-0.03245755049149757,-0.03151932757614495,-0.0009382229153526156,0.0
2025-03-27,-0.0076645969476228796,-0.0077386742481054755,7.407730048259592e-05,7.407730048259592e-05,0.0009612933354565811,-0.00012006996359270605,0.0010813632990492872,-0.039873373396696166,-0.03901408401561923,-0.0008592893810769331,0.0
2025-03-28,-0.004238198275369043,-0.004675039116128923,0.0004368408407598801,0.0004368408407598801,-0.003280979091668912,-0.004794547747945077,0.0015135686562761652,-0.043942580409702114,-0.04350673076289513,-0.000435849646806985,0.0
2025-03-31,-0.013814222585889971,-0.014335448244821171,0.0005212256589311997,0.0005212256589311997,-0.017049877502086863,-0.019061264001668188,0.0020113864995813246,-0.05714977040881408,-0.05721849052056338,6.87201117492986e-05,0.0
2025-04-01,0.008376114344518435,0.00866105524630358,-0.0002849409017851457,0.0002849409017851457,-0.008816574881085892,-0.010565299415947416,0.0017487245348615232,-0.04925234907600273,-0.049053007781768465,-0.0001993412942342676,0.008665206384343208
2025-04-02,-0.00010220927646851415,-0.00027950469759283026,0.0001772954211243161,0.0001772954211243161,-0.008917883021814954,-0.010841851062722063,0.0019239680409071092,-0.049349524305507986,-0.04931880193325533,-3.072237225265617e-05,0.0
2025-04-07,-0.03995992271538621,-0.03996358819771807,3.665482331861869e-06,3.665482331861869e-06,-0.04852144782086454,-0.05037215998926847,0.001850712168403934,-0.08733744384360498,-0.08731143384010787,-2.6010003497112244e-05,0.0
2025-04-08,-0.01416847135911074,-0.015677885745189073,0.001509414386078333,0.001509414386078333,-0.062002444436222715,-0.06526031676540733,0.003257872329184619,-0.10026847713103959,-0.10162046090130306,0.0013519837702634652,0.0
2025-04-09,-0.018360027356048227,-0.019297252519573573,0.0009372251635253459,0.0009372251635253459,-0.0792241052162801,-0.08329822447285151,0.004074119256571418,-0.11678757250401262,-0.11895671772570882,0.0021691452216962004,0.0
2025-04-10,0.039879797258058076,0.03987696421057188,2.8330474861962274e-06,2.8330474861962274e-06,-0.04250374921219835,-0.04674294057838779,0.004239191366189443,-0.08156523995967535,-0.08382338629049213,0.0022581463308167793,0.0
2025-04-11,0.00936620119474716,0.011048191693779562,-0.0016819904990324017,0.0016819904990324017,-0.033535646684103804,-0.03621117385244932,0.002675527168345515,-0.07296299521288852,-0.07370129143687176,0.000738296223983248,0.0
2025-04-14,-0.002383660310334035,-0.0013273129904949111,-0.001056347319839124,0.001056347319839124,-0.035839369404455534,-0.03749042328148877,0.0016510538770332372,-0.07517273652741041,-0.07493077974582629,-0.00024195678158411837,0.0
2025-04-15,0.004270188444159899,0.004298046390323559,-2.785794616365963e-05,2.785794616365963e-05,-0.03172222182137263,-0.033353512469621927,0.001631290648249295,-0.07122354983408585,-0.07095478932291344,-0.00026876051117241673,0.0
2025-04-16,-0.0072228342999902375,-0.0071670826521875956,-5.5751647802641975e-05,5.5751647802641975e-05,-0.038715931769519596,-0.040281547741198964,0.0015656159716793683,-0.07793194823536742,-0.07761333313545515,-0.0003186150999122672,0.0
2025-04-17,-0.00314659148970051,-0.0030066530580326336,-0.0001399384316678764,0.0001399384316678764,-0.041740700037798284,-0.04316708816053316,0.0014263881227348785,-0.08083331971997476,-0.08038662982807188,-0.000446689891902885,0.0
2025-04-18,0.001063043475487951,0.0013081564588154867,-0.00024511298332753574,0.00024511298332753574,-0.04072202874114783,-0.04191540100690305,0.0011933722657552215,-0.07985620557761719,-0.07918363165826825,-0.00067257391934894,0.0
2025-04-21,-0.0059896706445884676,-0.005904083475456625,-8.55871691318429e-05,8.55871691318429e-05,-0.04646778784559735,-0.0475720124559077,0.0011042246103103448,-0.08536756385186917,-0.08462020836252471,-0.0007473554893444589,0.0
2025-04-22,-0.006388616002224005,-0.006531600212223774,0.00014298420999976982,0.00014298420999976982,-0.05255953899480292,-0.053792891301478574,0.0012333523066756502,-0.09121079926959808,-0.09059910320384945,-0.0006116960657486237,0.0
2025-04-23,0.017149159781663478,0.017323842381273886,-0.00017468259961040886,0.00017468259961040886,-0.03631173114541186,-0.03740094849034459,0.0010892173449327247,-0.07562582805842222,-0.07484478540636386,-0.0007810426520583613,0.0
2025-04-24,-0.0024492246071368784,-0.0028407321319684122,0.00039150752483153384,0.00039150752483153384,-0.0386720201670997,-0.04013543454617041,0.0014634143790707155,-0.07788982802654332,-0.07747290355151815,-0.00041692447502517105,0.0
2025-04-25,0.00956578905797372,0.009908940132552349,-0.0003431510745786296,0.0003431510745786296,-0.029476159496490184,-0.030624194031730112,0.001148034535239928,-0.06906911663323334,-0.0683316377821529,-0.000737478851080442,0.0
2025-04-28,0.002899380538482826,0.0027635716554548504,0.00013580888302797568,0.00013580888302797568,-0.02666224156120056,-0.027945254530872488,0.0012830129696719261,-0.066369993747327,-0.06575690550404356,-0.0006130882432834328,0.0
2025-04-29,0.0019774957922728863,0.0020643894257633298,-8.689363349044348e-05,8.689363349044348e-05,-0.024737470239427517,-0.02593855499306308,0.0012010847536355618,-0.06452374433842267,-0.0638282639386738,-0.0006954803997488712,0.0
2025-04-30,0.0007279968009106805,8.127764126037785e-05,0.0006467191596503027,0.0006467191596503027,-0.024027482237713782,-0.025859385576370242,0.0018319033386564598,-0.06384272061697316,-0.06375217410815215,-9.054650882101001e-05,0.0
2025-05-02,0.011819652039723296,0.01149306570832096,0.00032658633140233637,0.00032658633140233637,-0.012491826677430873,-0.01466352348565525,0.002171696808224377,-0.05277766732021172,-0.05299181632590444,0.00021414900569272088,0.010428273494185684
2025-05-05,-0.004411535162663023,-0.004379165454408816,-3.236970825420699e-05,3.236970825420699e-05,-0.01684825370746046,-0.01897847494457583,0.0021302212371153706,-0.05695637194768821,-0.057138921848892466,0.00018254990120425418,0.0
2025-05-06,-0.0017366999577919373,-0.0013578698439128732,-0.0003788301138790641,0.0003788301138790641,-0.018555693303749732,-0.02031057448967799,0.0017548811859282587,-0.058594155776722556,-0.05841920447391302,-0.00017495130280953397,0.0
2025-05-07,-0.0006868476708657925,-0.0006838969498373264,-2.950721028466036e-06,2.950721028466036e-06,-0.019229796039888503,-0.02098058109957235,0.001750785059683846,-0.059240758188166764,-0.05906314870799878,-0.00017760948016798395,0.0
2025-05-08,0.00507489760359731,0.005095144281617319,-2.0246678020008867e-05,2.0246678020008867e-05,-0.01425248768213172,-0.015992335905769428,0.0017398482236377077,-0.05446650136633391,-0.054268939690775175,-0.00019756167555873283,0.0
2025-05-09,0.004320280354951568,0.004344932527974856,-2.4652173023287545e-05,2.4652173023287545e-05,-0.009993782069722457,-0.011716888998269726,0.0017231069285472689,-0.050381531567238236,-0.050159802044121404,-0.00022172952311683147,0.0
2025-05-12,0.004257268126998362,0.004210393327006348,4.6874799992014174e-05,4.6874799992014174e-05,-0.00577906015259777,-0.007555828382515006,0.001776768229917236,-0.046338751128770506,-0.046160601212925534,-0.00017814991584497175,0.0
2025-05-13,0.005349524831382745,0.005618600622026865,-0.0002690757906441202,0.0002690757906441202,-0.00046045054700327714,-0.0019796809425379758,0.0015192303955346986,-0.0412371165972063,-0.04080135857358669,-0.0004357580236196146,0.0
2025-05-14,0.008702959707594165,0.008748929588475951,-4.596988088178579e-05,4.596988088178579e-05,0.0082385018780331,0.006751928556764097,0.0014865733212690024,-0.03289304185381481,-0.032409397198385204,-0.0004836446554296048,0.0
2025-05-15,-0.0006292945234898892,-0.0008637768028701985,0.0002344822793803093,0.0002344822793803093,0.007604022910429498,0.005882319594632035,0.0017217033157974626,-0.03350163696620534,-0.03324517951576034,-0.00025645745044500234,0.0
2025-05-16,0.0006396710629108523,0.0005529249422558983,8.674612065495398e-05,8.674612065495398e-05,0.008248558046757948,0.0064384970181101675,0.0018100610286477803,-0.03288339593102174,-0.03271063666246843,-0.00017275926855331303,0.0
2025-05-19,-0.0053822575293421045,-0.005688049794678664,0.0003057922653365592,0.0003057922653365592,0.0028219046537625303,0.000713824731789714,0.0021080799219728164,-0.03808866655502374,-0.038212626726995214,0.00012396017197147113,0.0
2025-05-20,0.0005278729310130293,0.0005463155919904994,-1.8442660977470047e-05,1.8442660977470047e-05,0.0033512671918560777,0.0012605302973611732,0.0020907368944949045,-0.03758089960006361,-0.03768718728879661,0.00010628768873299776,0.0
2025-05-21,0.005401045855020408,0.005545117839255816,-0.0001440719842354084,0.0001440719842354084,0.008770413394652232,0.0068126379256558955,0.0019577754689963367,-0.03238282990705599,-0.03235104934408717,-3.178056296881948e-05,0.0
2025-05-22,-0.004456433660012621,-0.0044055836013805055,-5.085005863211551e-05,5.085005863211551e-05,0.004274894969175547,0.002377040678347875,0.0018978542908276719,-0.03669495163386427,-0.036614107692990006,-8.08439408742645e-05,0.0
2025-05-23,-0.0010175377671225994,-0.0009807600998660627,-3.677766725653669e-05,3.677766725653669e-05,0.0032530073349714694,0.0013939492718286761,0.0018590580631427933,-0.037675150901836485,-0.03755895813693866,-0.0001161927648978267,0.0
2025-05-26,-0.0006175869717272122,-0.0007600174573985056,0.00014243048567129336,0.00014243048567129336,0.0026334113482953114,0.0006328723886488419,0.0020005389596464696,-0.038269470191208854,-0.0382904301304714,2.0959939262543692e-05,0.0
2025-05-27,-0.003982965207426691,-0.0038334697998765616,-0.00014949540755012942,0.00014949540755012942,-0.0013600426449085212,-0.0032030235084167247,0.0018429808635082034,-0.0421000094303573,-0.0419771147228184,-0.00012289470753890086,0.0
2025-05-28,0.0018242140609555295,0.0018901327340680055,-6.591867311247601e-05,6.591867311247601e-05,0.0004616904071306216,-0.0013189449139300313,0.001780635321060653,-0.040352594798571007,-0.04016632430736977,-0.00018627049120123473,0.0
2025-05-29,0.0004249168584965723,0.0007638325617647332,-0.00033891570326816095,0.00033891570326816095,0.0008868034456646079,-0.0005561198052377314,0.0014429232509023393,-0.03994482443788838,-0.03943317209199748,-0.0005116523458909006,0.0
2025-06-02,-0.008236741426320453,-0.00826145183070809,2.4710404387636928e-05,2.4710404387636928e-05,-0.007357242351333726,-0.008812977278962797,0.001455734927629071,-0.04785255067399419,-0.04736884867093549,-0.0004837020030586947,0.014068890350699054
2025-06-03,0.0023899135407270673,0.0024959340239794053,-0.00010602048325233796,0.00010602048325233796,-0.004984911983724527,-0.0063390398648265345,0.0013541278811020074,-0.04557700059208125,-0.04499114416803063,-0.0005858564240506237,0.0
2025-06-04,0.009854195707388831,0.00953941188286853,0.00031478382452030176,0.00031478382452030176,0.004820161425392433,0.003139901305829307,0.0016802601195631262,-0.036171929568282746,-0.03588092134046261,-0.00029100822782013314,0.0
2025-06-05,0.0009382084606221573,0.0009012710036475802,3.693745697457712e-05,3.693745697457712e-05,0.005762892202245462,0.004044002211478048,0.0017188899907674138,-0.03526765791801856,-0.03501198877080347,-0.0002556691472150874,0.0
2025-06-06,0.0007901745487500435,0.0007101545341409687,8.002001460907478e-05,8.002001460907478e-05,0.006557620441740797,0.00475702861212568,0.0018005918296151169,-0.034505350974949445,-0.03432669815923728,-0.00017865281571216585,0.0
